chlorides,total_sulfur_dioxide,density,pH,alcohol,high_quality
0.042,120.0,0.98952,3.32,12.7,1
0.036,169.0,0.99267,3.26,12.2,0
0.036,164.0,0.99269,3.26,12.2,0
0.042,99.0,0.98912,3.23,12.2,0
0.038,145.0,0.99184,3.22,11.2,0
0.042,120.0,0.98952,3.32,12.7,1
0.044,117.0,0.9895,3.31,12.7,1
0.04,146.0,0.98999,3.17,12.1,0
0.045,192.0,0.9981,3.11,9.4,0
0.041,174.0,0.995,3.07,10.1,0
0.043,201.0,0.99848,3.08,9.4,0
0.044,113.0,0.99862,3.22,8.9,0
0.044,113.0,0.99862,3.22,8.9,0
0.044,113.0,0.99862,3.22,8.9,0
0.044,113.0,0.99862,3.22,8.9,0
0.027,117.0,0.98886,3.56,13.0,1
0.054,183.0,0.99474,3.08,10.3,0
0.04,47.0,0.99126,3.07,10.1,0
0.04,129.0,0.99691,3.23,10.5,0
0.044,113.0,0.99862,3.22,8.9,0
0.059,124.0,0.99773,3.3,10.1,0
0.059,124.0,0.99773,3.3,10.1,0
0.049,93.0,0.9928,3.15,11.0,0
0.049,93.0,0.9928,3.15,11.0,0
0.049,93.0,0.9928,3.15,11.0,0
0.049,93.0,0.9928,3.15,11.0,0
0.046,117.0,0.99288,3.08,10.0,0
0.03,76.0,0.99202,2.88,10.5,0
0.048,112.0,0.99606,2.87,9.7,0
0.059,124.0,0.99773,3.3,10.1,0
0.045,183.0,0.99922,3.25,9.4,0
0.041,119.0,0.99296,3.17,11.2,0
0.045,183.0,0.99922,3.25,9.4,0
0.046,121.0,0.99468,3.1,10.8,0
0.045,183.0,0.99922,3.25,9.4,0
0.041,119.0,0.99296,3.17,11.2,0
0.037,103.0,0.99388,3.13,11.0,0
0.038,111.0,0.99315,3.44,12.4,0
0.208,154.0,0.99478,3.1,9.4,0
0.209,156.0,0.99478,3.1,9.4,0
0.105,155.0,0.99692,3.01,9.5,0
0.034,204.0,0.99616,3.05,10.0,0
0.043,114.0,0.9902,3.16,12.5,0
0.044,115.0,0.9921,3.39,10.9,0
0.044,113.0,0.99462,3.38,10.5,0
0.05,133.0,0.99476,3.22,10.8,0
0.039,116.0,0.99178,3.38,11.0,1
0.036,87.0,0.99081,3.33,11.8,0
0.038,121.0,0.99198,3.36,12.6,0
0.054,140.0,0.99545,3.17,10.2,0
0.046,103.0,0.98997,3.12,12.0,0
0.043,114.0,0.9902,3.16,12.5,0
0.04,86.0,0.99089,3.32,11.5,0
0.035,117.0,0.99172,3.2,11.94,1
0.035,115.0,0.9901,3.12,12.89333333,1
0.086,94.0,0.99681,3.13,9.4,0
0.038,138.0,0.9893,3.0,12.2,1
0.035,117.0,0.99172,3.2,11.94,1
0.035,115.0,0.9901,3.12,12.89333333,1
0.056,191.0,0.99527,3.16,9.5,0
0.036,150.0,0.99445,3.0,10.6,0
0.042,121.0,0.99198,3.04,10.5,1
0.037,129.0,0.99085,2.89,11.46666667,0
0.043,100.0,0.99033,3.4,11.4,0
0.054,182.0,0.99538,3.12,9.5,0
0.052,168.0,0.99627,3.11,9.2,0
0.054,182.0,0.99538,3.12,9.5,0
0.043,145.0,0.99433,3.23,10.98,0
0.054,181.0,0.9954,3.12,9.4,0
0.054,182.0,0.99538,3.12,9.5,0
0.052,168.0,0.99627,3.11,9.2,0
0.057,155.0,0.99807,2.94,8.8,1
0.057,155.0,0.99807,2.94,8.8,1
0.057,155.0,0.99807,2.94,8.8,1
0.057,155.0,0.99807,2.94,8.8,1
0.057,155.0,0.99807,2.94,8.8,1
0.057,155.0,0.99807,2.94,8.8,1
0.057,155.0,0.99807,2.94,8.8,1
0.044,96.0,0.99232,3.23,10.4,1
0.057,155.0,0.99807,2.94,8.8,1
0.054,139.0,0.99788,3.04,10.03333333,0
0.052,141.0,0.99108,3.44,11.3,0
0.024,109.0,0.99234,3.37,10.4,0
0.176,106.0,0.99288,2.96,9.2,0
0.034,107.0,0.99195,3.11,11.1,0
0.176,106.0,0.99288,2.96,9.2,0
0.034,148.0,0.99121,3.03,11.3,1
0.042,148.0,0.99839,2.98,9.1,0
0.108,187.0,0.99738,2.96,9.4,0
0.015,73.0,0.98963,2.82,13.2,0
0.039,137.0,0.98946,3.22,12.7,0
0.054,148.0,0.99178,3.18,10.7,0
0.064,166.0,0.99136,3.11,11.43333333,0
0.049,169.0,0.99323,3.27,11.1,0
0.039,137.0,0.98946,3.22,12.7,0
0.046,178.0,0.99313,3.25,10.53333333,0
0.04,194.0,0.9912,3.31,11.6,0
0.05,179.0,0.99504,3.18,9.533333333,0
0.062,203.0,0.99461,3.17,9.8,0
0.054,148.0,0.99178,3.18,10.7,0
0.039,110.0,0.99008,3.22,12.0,0
0.039,123.0,0.98959,3.12,12.8,0
0.048,136.0,0.99663,3.14,9.5,0
0.041,119.0,0.99334,2.99,10.93333333,0
0.063,133.0,0.99561,2.86,9.1,0
0.035,117.0,0.98959,3.26,12.6,0
0.048,136.0,0.99663,3.14,9.5,0
0.041,109.0,0.99418,2.98,10.9,0
0.041,119.0,0.99334,2.99,10.93333333,0
0.096,115.0,0.9937,3.02,9.6,0
0.053,92.0,0.99372,3.18,9.3,0
0.038,112.0,0.99157,3.05,11.36666667,0
0.043,98.0,0.98918,3.14,12.5,0
0.051,171.0,0.9932,3.16,9.5,0
0.041,186.0,0.99235,3.22,11.0,0
0.042,133.0,0.99373,3.02,9.4,0
0.035,76.0,0.9914,3.21,11.33333333,0
0.041,126.0,0.99494,2.94,8.8,0
0.042,133.0,0.99373,3.02,9.4,0
0.05,143.0,0.99332,3.31,11.06666667,0
0.058,151.0,0.99198,3.22,12.2,0
0.041,110.0,0.99142,3.2,11.0,0
0.035,76.0,0.9914,3.21,11.33333333,0
0.05,182.0,0.99542,3.23,9.5,0
0.05,182.0,0.99542,3.23,9.5,0
0.043,170.0,0.9924,3.28,11.0,0
0.039,97.0,0.99112,3.11,11.2,0
0.036,100.0,0.99534,3.08,9.3,0
0.04,111.0,0.99338,3.05,10.8,0
0.057,167.0,0.99804,3.14,9.2,0
0.048,203.0,0.99899,3.25,9.4,0
0.057,167.0,0.99804,3.14,9.2,0
0.047,139.0,0.99724,3.25,10.5,0
0.046,143.0,0.99526,3.26,10.8,0
0.051,146.0,0.99676,3.1,9.4,0
0.053,173.0,0.99699,3.11,9.8,0
0.053,173.0,0.99699,3.11,9.8,0
0.053,173.0,0.99699,3.11,9.8,0
0.051,146.0,0.99676,3.1,9.4,0
0.053,173.0,0.99699,3.11,9.8,0
0.041,137.0,0.99461,3.02,12.1,0
0.043,176.0,0.99116,3.17,12.3,0
0.066,187.0,0.99362,3.19,9.733333333,0
0.044,197.0,0.99512,3.21,9.4,0
0.044,197.0,0.99512,3.21,9.4,0
0.037,140.0,0.9895,3.17,12.8,1
0.046,80.0,0.99043,2.92,11.05,0
0.044,197.0,0.99512,3.21,9.4,0
0.037,140.0,0.9895,3.17,12.8,1
0.069,182.0,0.99391,3.11,9.733333333,0
0.039,86.0,0.98963,3.23,13.1,1
0.041,114.0,0.99335,3.04,11.5,1
0.039,86.0,0.98963,3.23,13.1,1
0.041,114.0,0.99335,3.04,11.5,1
0.061,141.0,0.99824,3.08,9.1,0
0.069,182.0,0.99391,3.11,9.75,0
0.04,125.0,0.9917,3.19,10.5,0
0.047,118.0,0.99906,3.08,8.8,0
0.047,118.0,0.99906,3.08,8.8,0
0.047,118.0,0.99906,3.08,8.8,0
0.047,118.0,0.99906,3.08,8.8,0
0.04,125.0,0.9917,3.19,10.5,0
0.04,125.0,0.9917,3.19,10.5,0
0.047,118.0,0.99906,3.08,8.8,0
0.045,122.0,0.99415,3.22,9.9,0
0.047,123.0,0.99418,3.22,9.9,0
0.044,205.0,0.99611,3.11,9.9,0
0.038,166.0,0.99124,3.2,12.2,0
0.042,162.0,0.99179,3.27,10.8,0
0.051,134.0,0.99886,2.96,8.7,0
0.043,67.0,0.98924,3.21,13.2,0
0.03,94.0,0.99045,3.15,12.7,0
0.06,193.0,0.9969,3.21,9.4,0
0.045,161.0,0.99196,3.25,11.2,0
0.051,166.0,0.99339,3.24,11.33333333,0
0.051,92.0,0.99224,3.36,11.9,0
0.051,166.0,0.99339,3.24,11.35,0
0.046,131.0,0.99184,3.22,10.5,0
0.048,125.0,0.99428,3.09,9.8,0
0.051,146.0,0.99834,3.06,9.1,0
0.033,111.0,0.98918,3.16,12.4,0
0.051,146.0,0.99834,3.06,9.1,0
0.048,125.0,0.99428,3.09,9.8,0
0.031,116.0,0.99241,3.39,11.3,0
0.031,116.0,0.99241,3.39,11.3,0
0.024,111.0,0.98816,3.48,13.1,0
0.035,101.0,0.98916,3.04,12.5,0
0.045,122.0,0.99329,3.18,10.3,0
0.039,150.0,0.99535,3.23,10.7,0
0.04,136.0,0.99552,3.05,10.4,0
0.049,184.0,0.99514,3.22,9.5,0
0.048,173.0,0.99304,3.24,9.8,0
0.035,101.0,0.98916,3.04,12.5,0
0.051,149.0,0.9984,3.0,9.4,0
0.051,174.0,0.99911,3.14,9.0,0
0.051,174.0,0.99911,3.14,9.0,0
0.051,174.0,0.99911,3.14,9.0,0
0.045,129.0,0.98952,3.24,13.0,1
0.041,120.0,0.99403,3.27,9.9,0
0.051,149.0,0.9984,3.0,9.4,0
0.044,157.0,0.99312,3.27,10.6,0
0.038,109.0,0.98968,3.23,13.4,0
0.031,114.0,0.98946,3.12,12.5,0
0.053,141.0,0.9981,3.11,9.3,0
0.053,141.0,0.9981,3.11,9.3,0
0.051,149.0,0.99306,3.36,11.0,0
0.054,158.0,0.99378,3.2,10.3,0
0.051,95.0,0.99036,3.24,11.3,0
0.042,100.0,0.99094,3.03,10.9,0
0.042,90.0,0.9908,3.76,11.3,0
0.039,78.0,0.9899,3.36,12.1,0
0.039,83.0,0.99173,3.18,11.1,0
0.271,140.0,0.99356,3.11,9.8,0
0.049,125.0,0.99571,3.2,10.1,0
0.036,110.0,0.98945,3.26,12.4,0
0.034,104.0,0.98865,3.11,12.7,0
0.05,180.0,0.99514,3.14,9.6,0
0.05,180.0,0.99514,3.14,9.6,0
0.053,126.0,0.9943,3.24,9.1,0
0.12,122.0,0.99636,3.1,12.8,0
0.05,180.0,0.99514,3.14,9.6,0
0.037,155.0,0.98987,3.18,12.4,0
0.058,108.0,0.99288,3.23,9.55,0
0.053,126.0,0.9943,3.24,9.1,0
0.033,74.0,0.99064,3.29,12.5,0
0.05,68.0,0.99394,3.16,9.9,0
0.045,87.0,0.99175,3.47,11.2,0
0.03,122.0,0.98926,3.13,13.0,0
0.03,122.0,0.98926,3.13,13.0,0
0.033,116.0,0.99057,3.2,11.7,0
0.038,95.0,0.98898,2.97,13.1,0
0.032,50.0,0.9932,3.08,12.0,0
0.043,165.0,0.9972,3.36,10.55,0
0.046,84.0,0.9902,3.04,11.45,0
0.053,194.0,0.9988,3.18,10.2,0
0.046,84.0,0.9902,3.04,11.45,0
0.212,150.0,0.9958,3.1,9.3,0
0.052,106.0,0.9935,3.09,10.8,0
0.053,103.0,0.9925,3.27,12.2,0
0.053,175.0,0.992,3.2,11.0,0
0.055,182.0,0.9986,3.35,10.4,0
0.05,156.0,0.9914,3.14,11.4,0
0.041,104.0,0.9909,3.26,14.05,1
0.051,138.0,0.9943,3.03,10.7,0
0.051,162.0,0.994,3.15,10.2,0
0.044,100.0,0.9904,3.22,11.2,0
0.036,73.0,0.99,3.4,12.33333333,0
0.034,129.0,0.9902,3.2,11.5,0
0.061,100.0,0.9925,3.07,9.5,0
0.047,147.0,0.9886,3.24,13.4,0
0.034,110.0,0.9898,3.36,12.5,0
0.034,110.0,0.9898,3.36,12.5,0
0.044,97.0,0.9904,3.12,11.2,0
0.051,259.0,0.9964,3.19,8.8,0
0.039,118.0,0.9908,3.06,11.2,0
0.036,70.0,0.9899,3.16,12.7,0
0.049,82.0,0.993,3.0,9.8,0
0.049,40.0,0.9944,3.14,9.8,0
0.058,183.0,0.9956,3.32,11.7,0
0.052,230.0,0.9949,3.19,9.8,0
0.048,191.0,0.9929,3.17,9.6,0
0.049,40.0,0.9944,3.14,9.8,0
0.048,149.0,0.9975,3.12,9.7,0
0.049,137.0,0.995,3.16,10.0,0
0.058,183.0,0.9956,3.32,11.7,0
0.058,206.0,0.9946,3.32,12.3,0
0.049,82.0,0.993,3.0,9.8,0
0.068,101.0,0.9934,3.03,9.0,0
0.047,164.5,0.9984,3.06,9.1,0
0.049,162.5,0.9984,3.06,9.1,0
0.049,162.5,0.9984,3.06,9.1,0
0.056,121.0,0.9908,3.32,11.4,0
0.049,124.0,0.9963,3.14,10.5,0
0.04,105.0,0.98914,3.13,12.4,0
0.047,156.0,0.9984,3.06,9.1,0
0.049,152.0,0.9984,3.06,9.1,0
0.049,94.0,0.9937,3.18,10.1,0
0.032,134.0,0.993,2.99,10.9,0
0.026,60.0,0.9956,3.13,11.05,0
0.026,105.0,0.98963,3.26,12.75,0
0.025,111.0,0.98961,3.36,12.7,0
0.037,76.0,0.9948,3.05,11.1,0
0.037,76.0,0.9948,3.05,11.1,0
0.026,105.0,0.98963,3.26,12.75,0
0.021,101.0,0.989315,3.19,13.0,0
0.033,95.0,0.989435,2.96,12.0,0
0.022,47.0,0.9899,3.35,11.5,0
0.047,183.0,0.998275,3.39,10.5,0
0.037,76.0,0.9948,3.05,11.1,0
0.047,101.0,0.9914,3.1,11.1,0
0.048,113.0,0.9915,3.11,11.1,0
0.027,104.0,0.9924,3.22,13.1,0
0.026,105.0,0.98963,3.26,12.75,0
0.025,111.0,0.98961,3.36,12.7,0
0.094,97.0,0.997,3.09,9.6,0
0.028,138.0,0.9914,3.26,11.7,0
0.042,210.0,0.997,3.17,9.7,0
0.033,130.0,0.9944,3.38,10.9,0
0.04,110.0,0.9958,3.34,10.7,1
0.022,107.0,0.98889,3.33,13.8,0
0.035,72.0,0.989465,3.11,12.15,0
0.028,131.0,0.9954,3.49,10.8,1
0.03,119.0,0.9947,3.4,10.7,1
0.036,113.0,0.9912,3.16,10.8,1
0.039,159.0,0.9965,3.66,10.8,0
0.03,171.0,0.9948,3.03,12.0,0
0.039,159.0,0.9965,3.66,10.8,0
0.055,135.0,0.9925,3.23,12.2,0
0.05,126.0,0.9936,3.18,9.4,0
0.029,83.0,0.9898,3.3,11.4,0
0.027,101.0,0.98948,3.35,12.5,1
0.024,97.0,0.98823,3.2,13.05,1
0.026,99.0,0.9896,3.1,12.4,0
0.03,102.0,0.9908,3.08,12.9,1
0.034,133.0,0.9906,3.34,12.0,1
0.036,56.0,0.9904,3.19,11.3,0
0.05,96.0,0.99754,3.21,10.0,0
0.042,98.0,0.9898,3.42,11.8,1
0.045,125.0,0.998365,2.99,9.4,0
0.047,112.0,0.99837,2.97,8.8,0
0.038,138.0,0.99125,3.46,11.1,0
0.048,146.0,0.9943,3.1,10.5,0
0.05,150.0,0.99488,2.86,9.3,0
0.042,110.0,0.99034,3.02,11.4,0
0.03,158.0,0.99322,3.41,11.8,0
0.029,132.0,0.98895,3.28,12.4,0
0.035,108.0,0.99457,3.12,11.6,0
0.05,137.0,0.99304,3.26,11.1,0
0.029,132.0,0.98895,3.28,12.4,0
0.041,168.0,0.99331,3.22,11.1,0
0.042,251.0,0.99435,3.01,11.0,0
0.036,165.0,0.99122,3.12,12.2,0
0.053,113.0,0.99544,3.2,11.0,0
0.035,129.0,0.989,3.32,12.9,0
0.037,124.0,0.99414,3.07,10.9,0
0.069,114.0,0.99014,3.22,13.4,0
0.033,75.0,0.99551,3.15,10.7,0
0.053,113.0,0.99544,3.2,11.0,0
0.027,75.0,0.9908,3.3,11.4,1
0.043,116.0,0.9927,3.0,10.2,0
0.03,116.0,0.99244,2.8,11.0,0
0.044,139.0,0.99752,3.06,9.1,0
0.032,124.0,0.99114,3.18,11.0,0
0.037,146.0,0.99326,3.11,11.5,0
0.036,93.0,0.9906,3.16,12.0,0
0.04,112.0,0.993,3.04,11.2,0
0.033,177.0,0.99479,3.12,11.2,0
0.032,73.0,0.98942,2.9,12.6,1
0.032,50.0,0.99036,3.14,11.0,0
0.03,73.0,0.99201,3.22,10.8,0
0.034,77.0,0.99184,3.25,10.9,0
0.041,146.0,0.99441,3.16,9.8,0
0.04,145.0,0.99442,3.15,9.8,0
0.094,166.0,0.99474,2.9,9.5,0
0.032,132.0,0.9916,3.26,11.26666667,1
0.039,99.0,0.99198,3.01,10.8,0
0.036,129.0,0.98949,3.36,13.4,1
0.032,132.0,0.9916,3.26,11.3,1
0.06,196.0,0.99556,3.22,8.9,0
0.038,119.0,0.99151,3.07,11.2,0
0.047,95.0,0.99158,3.22,11.5,1
0.036,131.0,0.9902,3.26,13.0,1
0.038,125.0,0.99204,3.36,12.6,0
0.032,91.0,0.98988,3.26,13.1,0
0.034,158.0,0.99344,3.05,11.2,0
0.034,199.0,0.99394,3.39,11.7,0
0.041,99.0,0.99153,3.18,10.9,0
0.041,99.0,0.99153,3.18,10.9,0
0.041,73.0,0.98981,3.04,11.6,1
0.041,127.0,0.99524,3.23,10.4,1
0.041,102.0,0.99221,3.22,10.9,1
0.034,199.0,0.99394,3.39,11.7,0
0.043,188.0,0.99318,3.23,10.8,0
0.038,136.0,0.99366,3.11,11.2,0
0.033,120.0,0.99494,3.25,10.0,0
0.048,177.0,0.99212,3.28,10.56666667,0
0.036,118.0,0.99018,3.04,11.73333333,0
0.048,177.0,0.99212,3.28,10.6,0
0.049,195.0,0.99596,3.26,10.5,0
0.036,118.0,0.99018,3.04,11.75,0
0.035,126.0,0.99094,3.01,11.4,0
0.03,98.0,0.98968,3.37,12.4,1
0.043,197.0,0.99392,3.24,10.1,0
0.035,122.0,0.99024,3.09,12.3,0
0.034,158.0,0.98774,3.32,13.1,1
0.037,88.0,0.99094,3.29,10.65,1
0.042,101.0,0.99044,3.36,11.4,1
0.117,240.0,0.9938,3.11,9.3,0
0.042,84.0,0.99432,3.44,10.2,0
0.042,84.0,0.99432,3.44,10.2,0
0.033,113.0,0.98966,3.26,13.1,1
0.051,210.0,0.99309,3.24,9.6,0
0.035,73.0,0.98868,3.1,12.8,1
0.048,149.0,0.9937,3.09,10.96666667,1
0.048,149.0,0.9937,3.09,10.96666667,1
0.048,149.0,0.9937,3.09,10.96666667,1
0.048,149.0,0.9937,3.09,11.0,1
0.036,132.0,0.98975,3.21,13.4,0
0.04,85.0,0.98984,2.87,11.2,0
0.027,79.0,0.99063,3.27,12.4,0
0.048,150.0,0.99168,3.09,11.2,0
0.028,111.0,0.99272,3.14,12.4,0
0.036,111.0,0.99362,3.32,10.13333333,1
0.034,114.0,0.99365,3.32,10.13333333,1
0.028,111.0,0.99272,3.14,12.4,0
0.057,221.0,0.99642,3.17,9.1,0
0.034,114.0,0.99365,3.32,10.15,1
0.036,111.0,0.99362,3.32,10.15,1
0.049,117.0,0.99134,3.46,11.5,0
0.035,137.0,0.99732,3.08,8.9,0
0.036,168.0,0.99212,3.47,10.46666667,0
0.036,168.0,0.99212,3.47,10.46666667,0
0.028,104.0,0.99161,3.28,11.8,1
0.034,151.0,0.9912,3.35,11.63333333,1
0.04,140.0,0.99332,3.29,10.6,0
0.045,128.0,0.99636,3.18,9.6,0
0.028,104.0,0.99161,3.28,11.8,1
0.035,137.0,0.99732,3.08,8.9,0
0.036,168.0,0.99212,3.47,10.5,0
0.058,133.0,0.99271,3.17,10.2,0
0.025,49.0,0.98845,3.29,13.1,0
0.027,66.0,0.9899,3.11,11.8,0
0.041,120.0,0.99004,3.06,12.2,0
0.036,184.0,0.99097,3.44,11.45,0
0.062,114.0,0.9966,3.23,10.5,0
0.058,133.0,0.99271,3.17,10.2,0
0.035,156.0,0.99666,2.88,9.0,0
0.035,156.0,0.99666,2.88,9.0,0
0.035,156.0,0.99666,2.88,9.0,0
0.035,156.0,0.99666,2.88,9.0,0
0.043,167.0,0.99954,2.93,9.1,1
0.053,173.0,0.99414,3.38,8.8,0
0.035,156.0,0.99666,2.88,9.0,0
0.043,167.0,0.99954,2.93,9.1,1
0.032,113.0,0.99188,3.13,12.9,1
0.03,84.0,0.98926,3.19,13.0,0
0.032,113.0,0.99188,3.13,12.9,1
0.173,121.0,0.99334,3.04,9.2,0
0.041,168.0,0.99659,3.1,9.8,0
0.041,168.0,0.99659,3.1,9.8,0
0.044,144.0,0.9948,3.26,10.1,0
0.044,144.0,0.9948,3.26,10.1,0
0.037,83.0,0.99074,3.33,10.9,1
0.053,202.0,0.9955,3.2,9.6,0
0.053,111.0,0.99474,3.36,10.4,0
0.031,111.0,0.98966,3.03,11.8,1
0.051,115.0,0.99564,3.4,10.8,0
0.034,109.0,0.99246,3.28,10.6,0
0.033,142.0,0.98984,3.35,12.7,0
0.03,108.0,0.99031,3.3,12.2,1
0.051,115.0,0.99564,3.4,10.8,0
0.053,111.0,0.99474,3.36,10.4,0
0.04,98.0,0.99216,3.25,11.1,0
0.031,111.0,0.98966,3.03,11.8,1
0.034,81.0,0.99512,3.29,10.0,0
0.033,69.0,0.9909,3.12,10.8,0
0.074,130.0,0.99132,3.31,10.3,0
0.043,134.0,0.99378,3.24,9.9,0
0.034,81.0,0.99512,3.29,10.0,0
0.044,93.0,0.99044,3.11,12.25,0
0.036,98.0,0.99521,3.34,10.2,0
0.053,132.0,0.99489,3.06,9.4,0
0.05,180.0,0.99495,3.18,9.7,0
0.036,98.0,0.99521,3.34,10.2,0
0.038,116.0,0.9954,3.04,10.4,0
0.035,96.0,0.99121,3.49,12.2,0
0.053,132.0,0.99489,3.06,9.4,0
0.035,122.0,0.99478,3.12,10.6,0
0.05,65.0,0.99346,3.27,10.7,0
0.048,106.0,0.99331,3.24,11.85,0
0.031,140.0,0.99321,3.34,11.7,0
0.031,140.0,0.99321,3.34,11.7,0
0.03,123.0,0.99218,3.55,10.15,0
0.026,68.0,0.9898,3.33,11.63333333,0
0.042,61.0,0.99144,3.22,10.8,0
0.042,61.0,0.99143,3.22,10.8,0
0.031,134.0,0.99234,3.25,12.3,1
0.029,118.0,0.98972,3.36,12.5,0
0.026,68.0,0.9898,3.33,11.65,0
0.05,189.0,0.99308,3.24,9.6,0
0.034,137.0,0.99218,3.24,10.9,0
0.035,133.0,0.99215,3.23,10.8,0
0.032,148.0,0.99185,3.32,11.2,0
0.043,101.0,0.99438,3.67,10.0,0
0.047,440.0,0.99314,3.44,10.5,0
0.043,132.0,0.99542,2.86,9.1,0
0.029,93.0,0.99428,3.23,10.5,0
0.05,184.0,0.99943,3.12,9.3,0
0.051,182.0,0.99946,3.13,9.3,0
0.032,148.0,0.99185,3.32,11.2,0
0.033,185.0,0.99472,3.14,10.6,0
0.035,78.0,0.9891,3.23,12.1,1
0.032,100.0,0.99076,3.43,12.0,0
0.043,106.0,0.99632,3.16,9.7,0
0.027,92.0,0.99,3.12,12.4,0
0.035,111.0,0.98872,3.18,13.6,1
0.035,111.0,0.98872,3.18,13.6,1
0.04,140.0,0.99102,2.98,11.8,0
0.052,128.0,0.99388,3.16,10.0,0
0.052,128.0,0.99388,3.16,10.0,0
0.035,116.0,0.99602,3.12,9.1,0
0.037,78.0,0.99057,3.47,11.9,1
0.031,130.0,0.99072,3.31,11.75,1
0.046,116.0,0.99224,3.24,11.4,0
0.038,96.0,0.98942,3.56,13.0,1
0.055,138.0,0.99171,3.27,12.4,1
0.052,181.0,0.99352,3.3,9.4,1
0.047,160.0,0.99705,3.16,9.6,0
0.047,160.0,0.99705,3.16,9.6,0
0.047,160.0,0.99705,3.16,9.6,0
0.047,160.0,0.99705,3.16,9.6,0
0.057,223.0,0.99654,3.16,9.1,0
0.048,61.0,0.98953,3.24,12.0,1
0.045,132.0,0.99132,3.16,11.2,0
0.076,124.0,0.99204,3.32,10.1,0
0.076,130.0,0.99185,3.13,10.3,0
0.034,102.0,0.98952,3.16,12.3,0
0.031,106.0,0.99704,2.97,10.55,0
0.037,95.0,0.99032,3.1,10.9,0
0.042,138.0,0.99382,3.15,9.7,0
0.043,142.0,0.99382,3.14,9.8,0
0.045,127.0,0.9974,3.04,8.9,0
0.045,127.0,0.9974,3.04,8.9,0
0.045,161.0,0.99546,3.02,10.2,0
0.038,76.0,0.99088,3.01,11.7,1
0.03,127.0,0.98904,3.46,12.8,1
0.03,118.0,0.989,3.57,12.8,1
0.045,161.0,0.99546,3.02,10.2,0
0.037,118.0,0.98758,3.15,13.55,0
0.036,128.0,0.9901,3.13,11.6,0
0.045,127.0,0.9974,3.04,8.9,0
0.036,134.0,0.98981,3.53,13.8,0
0.175,159.0,0.9952,3.19,9.4,0
0.174,159.0,0.99519,3.18,9.4,0
0.035,140.0,0.99142,3.17,10.7,1
0.035,140.0,0.99142,3.17,10.7,1
0.043,93.0,0.9897,3.31,12.3,0
0.042,115.0,0.99684,3.16,10.3,0
0.047,111.0,0.99445,3.11,10.4,0
0.039,126.0,0.99051,3.31,11.6,1
0.035,140.0,0.99142,3.17,10.7,1
0.037,125.0,0.98986,3.36,12.8,1
0.038,111.0,0.99189,3.18,11.9,1
0.033,65.0,0.98934,3.24,12.1,0
0.034,99.0,0.99449,3.23,9.2,0
0.051,131.0,0.99566,2.93,9.5,0
0.039,104.0,0.99252,2.91,11.0,0
0.053,100.0,0.9959,3.19,10.9,0
0.053,150.0,0.9924,3.21,10.4,0
0.054,147.0,0.99482,3.42,9.1,0
0.075,71.0,0.99103,3.32,11.4,0
0.027,113.0,0.98946,3.35,11.4,1
0.127,178.0,0.99212,3.1,9.7,0
0.026,113.0,0.99052,3.18,12.4,0
0.041,120.0,0.99026,3.2,13.7,1
0.032,136.0,0.99516,2.91,10.6,0
0.031,122.0,0.99128,3.2,11.2,0
0.021,82.0,0.9891,3.24,13.13333333,0
0.026,113.0,0.99052,3.18,12.4,0
0.127,178.0,0.99212,3.1,9.7,0
0.043,131.0,0.99176,3.19,11.0,0
0.036,165.0,0.99162,3.18,11.3,0
0.054,130.0,0.99193,3.2,12.0,1
0.042,140.0,0.9967,3.23,9.2,0
0.046,134.0,0.99462,3.48,10.7,0
0.046,134.0,0.99462,3.48,10.7,0
0.036,86.0,0.99058,3.1,11.4,0
0.042,140.0,0.9967,3.23,9.2,0
0.032,90.0,0.99258,3.1,12.1,1
0.062,140.0,0.99138,3.23,11.1,0
0.058,140.0,0.99271,3.27,9.7,0
0.057,141.0,0.9917,3.24,10.7,0
0.031,97.0,0.99126,3.49,10.9,0
0.033,95.0,0.98986,3.36,12.0,1
0.035,102.0,0.99154,3.47,10.6,0
0.096,92.0,0.99642,3.11,9.6,0
0.031,216.0,0.99154,3.03,13.1,0
0.038,114.0,0.99313,3.38,11.0,0
0.038,44.0,0.99125,3.52,11.6,0
0.029,128.0,0.99318,3.28,11.95,1
0.05,175.0,0.99099,3.44,11.1,0
0.043,92.0,0.99004,3.17,11.5,0
0.046,182.0,0.99093,3.21,11.3,0
0.044,180.0,0.98924,3.28,11.9,0
0.136,93.0,0.99336,3.18,9.5,0
0.048,150.0,0.98944,3.29,12.2,0
0.038,97.0,0.99022,3.41,12.2,1
0.048,161.0,0.99146,3.05,11.1,0
0.055,164.0,0.99488,3.1,9.6,0
0.048,161.0,0.99146,3.05,11.1,0
0.055,164.0,0.99488,3.1,9.6,0
0.044,113.0,0.99176,3.3,11.4,0
0.047,77.0,0.99001,3.32,11.4,0
0.041,79.0,0.99005,3.1,12.06666667,0
0.058,172.0,0.99755,2.9,9.0,0
0.058,172.0,0.99755,2.9,9.0,0
0.043,116.0,0.99444,3.08,11.4,0
0.055,177.0,0.99502,3.12,9.6,0
0.045,118.0,0.99222,3.03,11.0,0
0.046,119.0,0.99224,3.04,11.0,0
0.027,102.0,0.99067,3.23,11.2,0
0.052,86.0,0.99069,3.31,11.55,0
0.036,92.0,0.98936,3.2,13.3,1
0.066,148.0,0.99266,3.3,9.633333333,0
0.046,95.0,0.98822,3.06,13.6,0
